"Currency:","AUD","EUR","NZD","GBP","BRL","CAD","CNY","DKK","HKD","INR","JPY","MYR","MXN","NOK","ZAR","SGD","KRW","LKR","SEK","CHF","TWD","THB","VEB"
"Unique Identifier: ","H10/H10/RXI$US_N.B.AL","H10/H10/RXI$US_N.B.EU","H10/H10/RXI$US_N.B.NZ","H10/H10/RXI$US_N.B.UK","H10/H10/RXI_N.B.BZ","H10/H10/RXI_N.B.CA","H10/H10/RXI_N.B.CH","H10/H10/RXI_N.B.DN","H10/H10/RXI_N.B.HK","H10/H10/RXI_N.B.IN","H10/H10/RXI_N.B.JA","H10/H10/RXI_N.B.MA","H10/H10/RXI_N.B.MX","H10/H10/RXI_N.B.NO","H10/H10/RXI_N.B.SF","H10/H10/RXI_N.B.SI","H10/H10/RXI_N.B.KO","H10/H10/RXI_N.B.SL","H10/H10/RXI_N.B.SD","H10/H10/RXI_N.B.SZ","H10/H10/RXI_N.B.TA","H10/H10/RXI_N.B.TH","H10/H10/RXI_N.B.VES"
"Time Period","RXI$US_N.B.AL","RXI$US_N.B.EU","RXI$US_N.B.NZ","RXI$US_N.B.UK","RXI_N.B.BZ","RXI_N.B.CA","RXI_N.B.CH","RXI_N.B.DN","RXI_N.B.HK","RXI_N.B.IN","RXI_N.B.JA","RXI_N.B.MA","RXI_N.B.MX","RXI_N.B.NO","RXI_N.B.SF","RXI_N.B.SI","RXI_N.B.KO","RXI_N.B.SL","RXI_N.B.SD","RXI_N.B.SZ","RXI_N.B.TA","RXI_N.B.TH","RXI_N.B.VES"
1993-02-04,0.6786,,0.5140,1.4452,,1.2630,ND,6.3600,7.7345,29.6000,124.5800,2.6350,,6.9980,3.1175,1.6512,799.1000,ND,7.4800,1.5305,25.6150,25.5500,
1993-02-05,0.6762,,0.5133,1.4475,,1.2611,5.8000,6.3000,7.7340,29.9000,124.4300,2.6280,,7.0000,3.1150,1.6500,799.1000,ND,7.4500,1.5280,25.7350,25.6100,
1993-02-08,0.6694,,0.5091,1.4395,,1.2641,5.8000,6.3050,7.7325,29.9000,124.0200,2.6300,,7.0080,3.1255,1.6505,800.5000,46.3000,7.4600,1.5321,26.0100,25.6000,
1993-02-09,0.6700,,0.5095,1.4310,,1.2682,5.8000,6.3250,7.7350,30.0500,121.3800,2.6345,,7.0050,3.1240,1.6478,801.1000,46.3000,7.4240,1.5285,25.9630,25.5800,
1993-02-10,0.6705,,0.5115,1.4255,,1.2659,5.8000,6.3330,7.7343,30.2000,120.9700,2.6320,,7.0100,3.1220,1.6478,800.8000,ND,7.4780,1.5345,25.9480,25.5400,
1993-02-11,0.6764,,0.5130,1.4180,,1.2563,5.8000,6.3550,7.7342,30.5000,120.5000,2.6350,,7.0350,3.1280,1.6472,799.7000,46.3000,7.4650,1.5349,25.9350,25.5600,
1993-02-12,0.6774,,0.5120,1.4175,,1.2554,5.8000,6.3730,7.7345,30.4000,120.9000,2.6340,,7.0660,3.1325,1.6500,795.6000,ND,7.5200,1.5404,25.9350,25.5100,
1993-02-15,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1993-02-16,0.6871,,0.5158,1.4475,,1.2564,5.8000,6.2620,7.7335,30.2000,119.8000,2.6300,,6.9530,3.1220,1.6475,799.8000,46.3700,7.4435,1.5075,25.9775,25.5300,
1993-02-17,0.6864,,0.5157,1.4439,,1.2617,5.8000,6.2475,7.7320,30.0500,119.4000,2.6270,,6.9235,3.1135,1.6430,800.2000,46.3200,7.4540,1.5050,25.9600,25.4800,
1993-02-18,0.6878,,0.5160,1.4460,,1.2600,5.7995,6.2660,7.7310,30.1800,119.6000,2.6280,,6.9500,3.1185,1.6415,799.7000,46.3200,7.5660,1.5095,25.9545,25.4800,
1993-02-19,0.6900,,0.5168,1.4525,,1.2570,5.7694,6.2675,7.7330,30.1800,119.1100,2.6280,,6.9580,3.1270,1.6445,799.9000,ND,7.5900,1.5070,25.9430,25.4550,
1993-02-22,0.6909,,0.5184,1.4544,,1.2620,ND,6.2600,7.7310,30.2800,116.4500,2.6290,,6.9450,3.1250,1.6417,800.0000,46.3200,7.5900,1.4905,25.9460,25.4150,
1993-02-23,0.6960,,0.5252,1.4585,,1.2550,ND,6.2075,7.7328,30.2800,116.6500,2.6270,,6.8855,3.1180,1.6410,799.4000,46.3200,7.6975,1.4840,25.9455,25.3800,
1993-02-24,0.6961,,0.5252,1.4375,,1.2619,5.7546,6.2180,7.7350,30.1800,116.9000,2.6265,,6.9250,3.1250,1.6410,798.6000,46.4200,7.8400,1.4975,25.8950,25.4000,
1993-02-25,0.6940,,0.5225,1.4300,,1.2535,5.7546,6.2730,7.7333,30.3800,117.5000,2.6310,,6.9730,3.1355,1.6422,798.4000,46.4700,7.8470,1.5155,25.7955,25.4400,
1993-02-26,0.6955,,0.5233,1.4215,,1.2498,5.7546,6.3100,7.7340,30.2700,118.1000,2.6320,,6.9975,3.1450,1.6460,798.6000,46.5200,7.8125,1.5260,25.7525,25.4450,
1993-03-01,0.7052,,0.5269,1.4363,,1.2498,5.7546,6.3150,7.7335,33.5000,118.7500,2.6310,,6.9950,3.1500,1.6450,798.0000,ND,7.7650,1.5265,25.8505,25.4700,
1993-03-02,0.7070,,0.5280,1.4475,,1.2480,5.7546,6.2980,7.7340,32.8000,117.7700,2.6235,,6.9860,3.1510,1.6440,798.0000,ND,7.7210,1.5215,25.8900,25.4600,
1993-03-03,0.7053,,0.5268,1.4490,,1.2469,5.7443,6.3175,7.7320,32.3000,117.2500,2.6170,,6.9950,3.1560,1.6430,797.5000,ND,7.7100,1.5270,25.8915,25.4250,
1993-03-04,0.7125,,0.5300,1.4535,,1.2428,5.7443,6.2825,7.7320,32.3000,116.8000,2.6168,,6.9600,3.1595,1.6435,797.6000,46.6200,7.6650,1.5185,25.8400,25.4100,
1993-03-05,0.7077,,0.5275,1.4470,,1.2475,5.7443,6.3900,7.7330,32.1000,117.6500,2.6190,,7.0600,3.1750,1.6460,796.5000,46.5700,7.7450,1.5467,25.8570,25.4000,
1993-03-08,0.7062,,0.5265,1.4455,,1.2435,5.7443,6.3740,7.7325,32.0000,116.6200,2.6160,,7.0435,3.1850,1.6470,795.9000,46.6700,7.6125,1.5385,25.9000,25.4700,
1993-03-09,0.7010,,0.5280,1.4345,,1.2462,5.7443,6.3950,7.7327,31.8000,117.4000,2.6160,,7.0850,3.1830,1.6475,795.9000,ND,7.6310,1.5433,25.9390,25.4100,
1993-03-10,0.7044,,0.5271,1.4320,,1.2458,5.7443,6.3880,7.7368,31.8000,118.1200,2.6115,,7.0825,3.1875,1.6490,795.9000,ND,7.6090,1.5362,25.9800,25.4600,
1993-03-11,0.7067,,0.5271,1.4349,,1.2446,5.7443,6.3825,7.7355,31.9000,117.5700,2.6070,,7.0710,3.1895,1.6480,795.2000,46.7700,7.7810,1.5245,ND,25.4800,
1993-03-12,0.7108,,0.5278,1.4330,,1.2435,5.7443,6.4110,7.7360,31.8000,117.8000,2.6045,,7.0855,3.1915,1.6465,796.6000,ND,7.8005,1.5223,25.9815,25.4550,
1993-03-15,0.7031,,0.5266,1.4340,,1.2465,5.7624,6.3890,7.7363,31.8000,118.4500,2.6020,,7.0630,3.1975,1.6458,796.8000,46.9100,7.8430,1.5220,26.0750,25.4800,
1993-03-16,0.7051,,0.5275,1.4445,,1.2505,5.7624,6.3900,7.7363,31.9000,116.9000,2.5970,,7.0775,3.1950,1.6460,795.3000,46.9600,7.8000,1.5230,26.1000,25.4700,
1993-03-17,0.7096,,0.5335,1.4510,,1.2518,5.7624,6.3985,7.7350,31.8000,117.2500,2.5955,,7.0860,3.1990,1.6452,795.4000,ND,7.8190,1.5335,26.1150,25.4350,
1993-03-18,0.7137,,0.5347,1.4755,,1.2472,5.7624,6.3675,7.7332,31.8000,116.8800,2.6000,,7.0270,3.1925,1.6455,796.0000,47.2300,7.7840,1.5215,26.1075,25.4350,
1993-03-19,0.7157,,0.5336,1.4892,,1.2455,5.7442,6.2930,7.7310,31.7500,115.9500,2.5940,,6.9480,3.1750,1.6420,795.8000,47.2300,7.7060,1.5095,26.1150,25.3900,
1993-03-22,0.7147,,0.5365,1.4876,,1.2453,5.7442,6.2950,7.7320,31.7500,115.6700,2.5965,,6.9555,3.1750,1.6418,796.0000,ND,7.7325,1.5146,26.1250,25.3900,
1993-03-23,0.7035,,0.5292,1.4832,,1.2483,5.7442,6.2700,7.7305,31.7500,115.7000,2.5980,,6.9355,3.1745,1.6425,796.0000,47.3600,7.7385,1.5097,26.1200,25.3900,
1993-03-24,0.7052,,0.5321,1.4820,,1.2446,5.7333,6.2615,7.7310,31.7500,116.8800,2.5980,,6.9285,3.1750,1.6438,796.2000,47.4600,7.7565,1.5080,26.1350,25.3900,
1993-03-25,0.7089,,0.5323,1.4743,,1.2440,5.7333,6.3110,7.7342,31.7500,117.3000,2.5985,,6.9900,3.1850,1.6450,796.2000,ND,7.8240,1.5217,26.1300,25.3900,
1993-03-26,0.7090,,0.5340,1.4905,,1.2449,5.7333,6.2675,7.7315,31.7500,116.4000,2.6000,,6.9325,3.1855,1.6455,796.4000,ND,7.7140,1.5088,26.1300,25.4200,
1993-03-29,0.7078,,0.5341,1.4904,,1.2468,5.7333,6.2625,7.7318,31.5000,116.7700,2.5917,,6.9355,3.1805,1.6415,796.4000,47.2600,7.7495,1.5090,ND,25.3800,
1993-03-30,0.7108,,0.5345,1.4950,,1.2514,5.7333,6.2135,7.7314,31.5000,116.6200,2.5920,,6.8825,3.1835,1.6415,796.9000,47.4000,7.6970,1.4960,26.1600,25.3900,
1993-03-31,0.7044,,0.5316,1.5090,,1.2573,5.7333,6.1840,7.7310,31.5000,114.9000,2.5920,,6.8495,3.1700,1.6392,797.1000,47.4500,7.7275,1.4915,26.1100,25.3800,
1993-04-01,0.6970,,0.5276,1.5260,,1.2585,5.7333,6.1350,7.7325,31.5000,114.1000,2.5930,,6.7900,3.1760,1.6345,797.1000,47.4200,7.6060,1.4824,26.0690,25.3400,
1993-04-02,0.6970,,0.5288,1.5130,,1.2605,5.7333,6.1950,7.7310,31.6000,114.2000,2.5908,,6.8560,3.1810,1.6310,798.3000,47.3500,7.6215,1.4910,26.0535,25.3200,
1993-04-05,0.7019,,0.5325,1.5200,,1.2620,ND,6.1330,7.7312,31.6000,113.6000,2.5900,,6.7945,3.1800,1.6248,798.7000,47.5000,7.5670,1.4770,ND,ND,
1993-04-06,0.7037,,0.5324,1.5127,,1.2595,ND,6.1995,7.7310,31.6000,114.0000,2.5820,,6.8795,3.1940,1.6262,798.7000,ND,7.6370,1.4895,ND,25.3000,
1993-04-07,0.7055,,0.5352,1.5138,,1.2614,ND,6.2140,7.7305,31.6000,113.7000,2.5800,,6.8880,3.1960,1.6253,799.6000,47.7200,7.6650,1.4885,ND,25.3000,
1993-04-08,0.7092,,0.5380,1.5253,,1.2580,5.7333,6.1750,7.7325,31.6000,113.4500,2.5765,,6.8100,3.1800,1.6260,799.3000,47.8200,7.6100,1.4797,26.1025,25.3000,
1993-04-09,0.7085,,0.5380,1.5282,,1.2597,5.7333,6.1635,7.7340,31.6000,113.2000,2.5790,,6.8290,3.1800,1.6260,799.1000,ND,7.6000,1.4765,26.1000,ND,
1993-04-12,0.7115,,0.5400,1.5478,,1.2607,5.7333,6.1220,7.7330,ND,112.7500,2.5780,,6.7875,ND,1.6245,798.9000,47.8200,7.5375,1.4630,26.0300,ND,
1993-04-13,0.7175,,0.5415,1.5585,,1.2613,5.7163,6.0660,7.7315,31.6000,113.4000,2.5788,,6.7195,3.1600,1.6227,799.0000,ND,7.4415,1.4455,26.0650,ND,
1993-04-14,0.7213,,0.5423,1.5520,,1.2634,5.7163,6.0995,7.7312,31.7000,113.9000,2.5820,,6.7455,3.1665,1.6275,798.8000,ND,7.4055,1.4575,26.1000,25.2400,
1993-04-15,0.7209,,0.5407,1.5430,,1.2610,5.7163,6.1600,7.7310,31.6000,113.4000,2.5825,,6.7995,3.1795,1.6277,792.9000,47.6300,7.4660,1.4655,26.0600,25.2800,
1993-04-16,0.7164,,0.5382,1.5255,,1.2590,5.7165,6.1950,7.7309,31.6000,112.6300,2.5820,,6.8450,3.1955,1.6263,799.0000,47.8300,7.5275,1.4770,26.0400,25.2850,
1993-04-19,0.7192,,0.5413,1.5379,,1.2562,5.7076,6.1350,7.7309,31.6000,111.0300,2.5765,,6.7780,3.1800,1.6215,798.8000,47.8300,7.4040,1.4698,25.9505,25.2800,
1993-04-20,0.7157,,0.5402,1.5424,,1.2567,5.7076,6.1375,7.7310,31.6000,110.8000,2.5735,,6.7800,3.1675,1.6220,799.1000,47.8300,7.3900,1.4637,25.9350,25.2800,
1993-04-21,0.7150,,0.5399,1.5363,,1.2580,ND,6.1550,7.7302,31.6000,111.1000,2.5732,,6.8025,3.1700,1.6207,798.9000,47.8300,7.4275,1.4620,25.8800,25.2000,
1993-04-22,0.7117,,0.5400,1.5480,,1.2620,ND,6.1575,7.7305,31.6000,110.0500,2.5720,,6.7950,3.1700,1.6188,798.7000,47.8600,7.4100,1.4580,25.9000,25.2000,
1993-04-23,0.7132,,0.5433,1.5755,,1.2615,5.7076,6.0850,7.7285,31.6000,110.6200,2.5705,,6.7000,3.1600,1.6183,799.1000,47.8100,7.2725,1.4300,25.9300,25.1900,
1993-04-26,0.7210,,0.5463,1.5900,,1.2585,5.7076,6.0325,7.7255,31.6000,110.4500,2.5695,,6.6300,3.1450,1.6160,799.1000,ND,7.1830,1.4180,25.9415,25.1700,
1993-04-27,0.7170,,0.5450,1.5775,,1.2715,ND,6.0800,7.7275,31.6500,111.2500,2.5710,,6.6800,3.1500,1.6150,799.2000,ND,7.2475,1.4262,25.9180,25.1700,
1993-04-28,0.7130,,0.5433,1.5710,,1.2732,ND,6.1050,7.7277,31.6500,112.4000,2.5710,,6.6975,3.1600,1.6160,799.2000,ND,7.2575,1.4330,25.9000,25.2200,
1993-04-29,0.7133,,0.5433,1.5705,,1.2724,ND,6.0900,7.7300,31.6500,111.7500,2.5705,,6.6905,3.1550,1.6150,799.0000,ND,7.2975,1.4290,25.8710,25.2200,
1993-04-30,0.7045,,0.5410,1.5695,,1.2702,ND,6.1100,7.7310,31.6500,111.2700,2.5680,,6.7250,3.1615,1.6156,799.0000,ND,7.3250,1.4350,25.9050,25.2300,
1993-05-03,0.7061,,0.5409,1.5610,,1.2675,ND,6.0850,7.7310,31.6500,110.9000,2.5680,,6.7050,3.1700,1.6155,799.1000,47.8000,7.3350,1.4325,25.9225,ND,
1993-05-04,0.6982,,0.5398,1.5703,,1.2727,5.7227,6.0425,7.7292,31.6000,110.3000,2.5643,,6.6575,3.1575,1.6140,799.9000,48.1600,7.3075,1.4170,25.8990,25.2100,
1993-05-05,0.6992,,0.5410,1.5660,,1.2763,ND,6.0700,7.7292,31.6000,110.2500,2.5650,,6.6850,3.1625,1.6125,ND,ND,7.3000,1.4175,25.9100,ND,
1993-05-06,0.7038,,0.5451,1.5700,,1.2707,ND,6.0800,7.7292,31.6000,110.3000,2.5650,,6.6800,3.1605,1.6125,799.9000,ND,7.2750,1.4205,25.9000,25.2000,
1993-05-07,0.7083,,0.5470,1.5715,,1.2711,ND,6.1025,7.7292,31.6000,110.3500,2.5655,,6.6900,3.1570,1.6120,800.4000,ND,7.3050,1.4290,25.9040,25.1900,
1993-05-10,0.7026,,0.5438,1.5350,,1.2685,5.7227,6.2000,7.7303,31.6000,111.7500,2.5670,,6.7830,3.1810,1.6130,801.4000,48.1400,7.4000,1.4545,25.9475,25.2000,
1993-05-11,0.6993,,0.5415,1.5420,,1.2749,5.7331,6.2070,7.7308,31.6000,111.0500,2.5708,,6.7990,3.1850,1.6150,802.6000,48.1400,7.4275,1.4585,25.9630,25.2600,
1993-05-12,0.7005,,0.5425,1.5340,,1.2747,5.7331,6.2175,7.7325,31.6000,111.5000,2.5680,,6.8300,3.1880,1.6147,803.5000,47.9000,7.4250,1.4610,25.9700,25.2600,
1993-05-13,0.7055,,0.5438,1.5255,,1.2727,5.7433,6.2350,7.7310,31.6000,111.7000,2.5682,,6.8600,3.1790,1.6152,802.5000,47.9000,7.3950,1.4583,25.9500,25.2700,
1993-05-14,0.7021,,0.5430,1.5385,,1.2743,5.7433,6.1750,7.7295,31.6000,110.8500,2.5685,,6.7950,3.1750,1.6165,803.0000,47.9300,7.3400,1.4510,25.9600,25.2900,
1993-05-17,0.7021,,0.5432,1.5322,,1.2757,5.7433,6.1990,7.7298,31.6000,111.4000,2.5680,,6.8560,3.1770,1.6145,804.9000,ND,7.3450,1.4690,25.9400,25.2400,
1993-05-18,0.6912,,0.5370,1.5314,,1.2730,5.7433,6.2550,7.7287,31.6000,111.5900,2.5708,,6.8880,3.1900,1.6168,805.1000,ND,7.3750,1.4787,25.9750,25.2750,
1993-05-19,0.6925,,0.5392,1.5408,,1.2675,5.7433,6.2300,7.7285,31.6000,110.5200,2.5690,,6.8700,3.1800,1.6150,804.3000,47.9300,7.3600,1.4745,25.9550,25.2950,
1993-05-20,0.6934,,0.5411,1.5563,,1.2683,5.7433,6.1860,7.7292,31.6000,110.5000,2.5675,,6.8225,3.1750,1.6142,805.4000,47.9300,7.3050,1.4640,25.9600,25.2700,
1993-05-21,0.6948,,0.5442,1.5415,,1.2665,5.7433,6.2300,7.7283,31.6000,110.4300,2.5643,,6.8750,3.1900,1.6165,805.8000,47.9100,7.2950,1.4730,25.9735,25.2400,
1993-05-24,0.6941,,0.5438,1.5350,,1.2622,5.7433,6.2640,7.7270,31.6000,110.3500,2.5665,,6.9090,3.1965,1.6157,805.0000,47.9400,7.3015,1.4717,26.0445,25.2550,
1993-05-25,0.7001,,0.5473,1.5420,,1.2606,5.7433,6.2280,7.7280,31.6000,109.5000,2.5670,,6.8800,3.1900,1.6144,804.4000,ND,7.2800,1.4590,ND,25.2500,
1993-05-26,0.6984,,0.5469,1.5460,,1.2645,5.7433,6.2460,7.7280,31.6000,108.6500,2.5620,,6.9035,3.1930,1.6080,804.5000,47.9900,7.3370,1.4625,26.1575,25.2050,
1993-05-27,0.6933,,0.5449,1.5545,,1.2637,ND,6.1650,7.7260,31.7000,107.8000,2.5603,,6.8240,3.1875,1.6096,804.5000,47.9200,7.2600,1.4380,26.1490,25.1950,
1993-05-28,0.6862,,0.5420,1.5605,,1.2707,5.7433,6.0850,7.7242,31.7000,107.1700,2.5570,,6.7415,3.1800,1.6065,804.5000,47.9200,7.1740,1.4185,26.1005,25.1100,
1993-05-31,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1993-06-01,0.6770,,0.5411,1.5510,,1.2722,ND,6.1025,7.7233,31.7000,107.2300,2.5540,,6.7650,3.1790,1.6020,805.4000,48.0500,7.2000,1.4250,26.1360,25.1300,
1993-06-02,0.6780,,0.5422,1.5410,,1.2714,5.7433,6.1120,7.7240,31.7000,107.6800,2.5547,,6.7720,3.1825,1.6022,806.5000,ND,7.1900,1.4250,26.1105,25.1400,
1993-06-03,0.6812,,0.5426,1.5393,,1.2746,5.7433,6.1290,7.7250,31.7000,107.4000,2.5550,,6.7890,3.1880,1.6050,806.1000,48.1000,7.2000,1.4287,ND,25.1500,
1993-06-04,0.6750,,0.5376,1.5170,,1.2775,5.7243,6.2200,7.7260,31.7000,107.7500,2.5565,,6.8920,3.1900,1.6125,806.9000,ND,7.3110,1.4590,26.1425,25.1450,
1993-06-07,0.6733,,0.5363,1.5225,,1.2785,5.7243,6.2050,7.7285,31.7000,107.3600,2.5558,,6.8630,3.1860,1.6090,807.0000,48.1000,7.2635,1.4555,26.1540,25.1800,
1993-06-08,0.6683,,0.5339,1.5175,,1.2830,5.7243,6.2190,7.7275,31.7000,106.3000,2.5553,,6.8775,3.1900,1.6085,806.4000,ND,7.2450,1.4575,ND,25.1650,
1993-06-09,0.6745,,0.5356,1.5150,,1.2806,5.7243,6.2720,7.7310,31.7000,106.5500,2.5568,,6.9300,3.1990,1.6110,806.1000,48.0500,7.3070,1.4742,26.1690,25.1550,
1993-06-10,0.6763,,0.5371,1.5190,,1.2791,5.7243,6.2380,7.7290,31.7000,106.1600,2.5575,,6.9140,3.1930,1.6089,805.0000,48.0000,7.2560,1.4682,26.1660,25.1750,
1993-06-11,0.6795,,0.5420,1.5245,,1.2800,5.7243,6.2020,7.7287,31.7000,106.1000,2.5750,,6.8610,3.1880,1.6100,804.5000,ND,7.1870,1.4500,ND,25.1650,
1993-06-14,0.6750,,0.5422,1.5270,,1.2815,5.7243,6.2100,7.7290,31.7000,105.1500,2.5640,,6.8750,3.1930,1.6085,804.4000,48.0000,7.2300,1.4500,26.1795,25.1400,
1993-06-15,0.6765,,0.5438,1.5220,,1.2796,5.7529,6.2625,7.7287,31.7000,105.6000,2.5605,,6.9270,3.2050,1.6100,804.7000,47.9600,7.3030,1.4633,26.1790,25.1300,
1993-06-16,0.6765,,0.5445,1.5035,,1.2804,5.7646,6.3425,7.7297,31.7000,106.6000,2.5649,,7.0075,3.2200,1.6168,805.2000,47.9800,7.4250,1.4860,26.1895,25.1700,
1993-06-17,0.6743,,0.5423,1.5145,,1.2771,5.7646,6.3330,7.7360,31.7000,106.7500,2.5680,,6.9870,3.2325,1.6165,805.1000,ND,7.4600,1.4785,26.2305,25.2100,
1993-06-18,0.6775,,0.5412,1.4960,,1.2749,5.7646,6.4300,7.7370,31.7000,109.5000,2.5730,,7.0925,3.2450,1.6215,805.2000,48.0000,7.5300,1.5005,26.2900,25.2150,
1993-06-21,0.6850,,0.5425,1.4880,,1.2738,ND,6.4725,7.7410,31.7000,111.0500,2.5960,,7.1350,3.2860,1.6435,805.4000,48.1000,7.5600,1.5015,26.3880,25.3200,
1993-06-22,0.6838,,0.5400,1.4772,,1.2785,ND,6.4980,7.7418,31.6000,111.3500,2.5890,,7.1600,3.3000,1.6380,806.6000,48.1200,7.6025,1.5134,26.3975,25.3500,
1993-06-23,0.6738,,0.5383,1.4717,,1.2807,5.7756,6.4900,7.7568,31.6000,109.1500,2.5860,,7.1500,3.3000,1.6308,807.4000,48.1400,7.7100,1.5075,26.4315,25.3600,
1993-06-24,0.6698,,0.5366,1.4675,,1.2825,5.7756,6.5570,7.7650,31.6000,109.2500,2.5885,,7.2170,3.3220,1.6350,806.4000,48.1500,7.8150,1.5180,ND,25.3025,
1993-06-25,0.6694,,0.5372,1.4778,,1.2830,5.7756,6.5370,7.7570,31.6000,106.1500,2.5860,,7.1980,3.3160,1.6260,805.8000,48.1500,7.8180,1.5128,26.4050,25.2900,
1993-06-28,0.6677,,0.5373,1.4930,,1.2836,5.7756,6.5350,7.7400,31.6000,106.0500,2.5820,,7.1925,3.3270,1.6220,806.1000,ND,7.8735,1.5048,26.4200,25.2500,
1993-06-29,0.6695,,0.5378,1.5030,,1.2815,5.7756,6.5075,7.7475,31.6000,107.1300,2.5805,,7.1550,3.3240,1.6225,807.0000,48.2000,7.7680,1.5010,26.4200,25.2800,
1993-06-30,0.6663,,0.5366,1.4930,,1.2823,5.7756,6.5625,7.7440,31.6000,106.8000,2.5720,,7.2100,3.3325,1.6250,806.9000,ND,7.7350,1.5105,26.3900,25.2800,
1993-07-01,0.6663,,0.5412,1.5065,,1.2886,5.7756,6.5575,7.7565,31.6000,107.8500,2.5773,,7.1625,3.3525,1.6250,806.4000,48.2100,7.7250,1.5065,ND,25.3300,
1993-07-02,0.6692,,0.5428,1.5075,,1.2887,5.7756,6.5275,7.7470,31.6000,108.7000,2.5727,,7.1880,3.3450,1.6235,806.3000,48.2200,7.7045,1.5090,26.4140,25.3150,
1993-07-05,ND,,ND,ND,,ND,ND,ND,ND,ND,ND,ND,,ND,ND,ND,ND,ND,ND,ND,ND,ND,
1993-07-06,0.6766,,0.5443,1.5097,,1.2857,5.7756,6.5440,7.7560,31.6000,108.2800,2.5748,,7.2130,3.3475,1.6250,807.6000,48.3400,7.7975,1.5110,ND,25.3550,
1993-07-07,0.6792,,0.5465,1.4935,,1.2847,5.7756,6.5600,7.7550,31.6000,107.7000,2.5713,,7.2350,3.3330,1.6220,807.6000,48.4000,7.8590,1.5170,26.5300,25.3550,
1993-07-08,0.6848,,0.5510,1.4948,,1.2804,5.7756,6.5825,7.7525,31.6000,108.7500,2.5665,,7.2500,3.3380,1.6235,807.3000,48.4500,7.9150,1.5145,26.5200,25.3200,
1993-07-09,0.6824,,0.5500,1.4779,,1.2765,5.7756,6.6525,7.7565,31.6000,109.6700,2.5735,,7.3175,3.3510,1.6270,807.6000,48.5500,7.9775,1.5315,26.5290,25.3550,
1993-07-12,0.6795,,0.5495,1.4780,,1.2790,5.7756,6.7230,7.7635,31.6000,109.6500,2.5746,,7.3830,3.3660,1.6280,808.3000,48.6600,8.0125,1.5290,26.5810,25.4000,
1993-07-13,0.6775,,0.5483,1.4929,,1.2783,5.7756,6.7000,7.7560,31.6000,108.3400,2.5695,,7.3275,3.3520,1.6200,809.4000,48.8900,7.9170,1.5185,26.5675,25.4000,
1993-07-14,0.6775,,0.5503,1.5012,,1.2834,5.7756,6.6900,7.7577,31.6000,107.5000,2.5697,,7.3825,3.3520,1.6195,809.1000,48.7900,7.9300,1.5115,26.5550,25.3450,
1993-07-15,0.6800,,0.5492,1.4883,,1.2819,5.7756,6.7200,7.7562,31.6000,108.2500,2.5720,,7.3575,3.3470,1.6205,809.4000,48.7900,8.0205,1.5170,26.5325,25.3300,
1993-07-16,0.6787,,0.5492,1.4795,,1.2798,5.7756,6.7170,7.7572,31.6000,107.8000,2.5210,,7.3700,3.3570,1.6207,810.7000,48.7900,8.0260,1.5150,ND,25.3500,
1993-07-19,0.6770,,0.5470,1.4985,,1.2784,5.7756,6.5900,7.7575,31.6000,108.5000,2.5710,,7.2800,3.3425,1.6203,811.0000,48.8000,7.9125,1.4985,ND,25.3400,
1993-07-20,0.6770,,0.5470,1.5010,,1.2784,5.7756,6.6000,7.7558,31.6000,108.4000,2.5710,,7.3100,3.3450,1.6205,812.0000,48.7800,7.9910,1.5055,ND,25.3400,
1993-07-21,0.6775,,0.5495,1.5155,,1.2772,5.7756,6.5725,7.7523,31.6000,108.5000,2.5682,,7.2700,3.3350,1.6175,811.2000,48.7500,7.9750,1.5008,26.5650,25.3300,
1993-07-22,0.6770,,0.5505,1.5085,,1.2795,5.7756,6.6350,7.7545,31.6000,106.9000,2.5685,,7.3175,3.3500,1.6177,811.0000,48.7500,8.0755,1.5022,ND,25.3200,
1993-07-23,0.6780,,0.5510,1.4964,,1.2799,5.7756,6.6880,7.7543,31.6000,106.8000,2.5665,,7.3350,3.3500,1.6175,811.7000,48.7500,8.0750,1.5185,ND,25.2700,
1993-07-26,0.6790,,0.5525,1.5015,,1.2814,5.7756,6.7050,7.7565,31.6000,106.9000,2.5665,,7.3500,3.3500,1.6185,811.9000,48.7300,8.0375,1.5210,26.9585,25.3100,
1993-07-27,0.6773,,0.5524,1.4890,,1.2840,5.7756,6.7225,7.7548,31.6000,106.3500,2.5663,,7.3740,3.3625,1.6175,812.2000,48.7300,8.0830,1.5210,26.9555,25.3000,
1993-07-28,0.6758,,0.5512,1.4945,,1.2836,5.7756,6.6900,7.7555,31.6000,105.3300,2.5620,,7.3540,3.3560,1.6130,810.8000,48.7300,8.0725,1.5140,26.9550,25.3000,
1993-07-29,0.6771,,0.5515,1.4861,,1.2875,5.7756,6.7610,7.7565,31.6000,106.3000,2.5650,,7.4360,3.3715,1.6168,809.9000,ND,8.2385,1.5240,26.9460,25.2800,
1993-07-30,0.6880,,0.5540,1.4850,,1.2844,5.7756,6.7775,7.7560,31.6000,105.0500,2.5635,,7.4625,3.3850,1.6178,809.8000,48.7500,8.2400,1.5230,26.9405,25.3100,
